AuthorID,Author,Date,Content,Attachments,Reactions
"305758596971626498","Dekuali#0899","08-September-2018 11:28 PM","Dans un poussin y a une ferme *Snowing 2018*","",""
"435125705907503105","ÉvoLink ⛅#5455","08-September-2018 11:30 PM","Bah alors t'a pas sortit la sortie encore ? 
Ma mère 2018","",""
"424677919512723466","🐉YACHACMA🐉#9647","08-September-2018 11:31 PM","Bah alors t'a pas sortit la sortie encore ? 
La mère qui s'est ratraper avec le ""alors tu as pas sortie encore?"" 2018","",""
"435125705907503105","ÉvoLink ⛅#5455","08-September-2018 11:32 PM","Vous rigolez ensemble puis tu nous dis leurs réactions 
Aquali 2018","",""
"435125705907503105","ÉvoLink ⛅#5455","08-September-2018 11:33 PM","Sauf si tu veux que je prennes les boobs mais ça c'est autre chose 
Aquali38 2018","",""
"305758596971626498","Dekuali#0899","08-September-2018 11:49 PM","C’est quoi où on voit les pokémons? Un layate *Snowing 2018*","",""
"424677919512723466","🐉YACHACMA🐉#9647","09-September-2018 12:18 AM","J'ai une voix grave grave..

Evolink 2018 qui chante à 00:20","",""
"456226577798135808","Deleted User#0000","09-September-2018 12:57 PM","*Tu vois Snowing il a une coiffure intégrée a son crâne* Pomme 2018","",""
"456226577798135808","Deleted User#0000","09-September-2018 12:57 PM","olala XD","",""
"434070408501919745","Electral 🌧#5755","09-September-2018 02:35 PM","*t'sais c'est comme si t'avais des cheveux en peau tu vois?*
pomme 2018.","",""
"456226577798135808","Deleted User#0000","09-September-2018 02:37 PM","*Aqua ses cheuveux ils sont pas intégrés a son crane il doit mettre un casque* Pomme 2018","",""
"434070408501919745","Electral 🌧#5755","09-September-2018 02:40 PM","*putain mais je sais pas écrire ferme!*
aquali38 2018.
j'sais pas si c'est wtf mais il sait pas écrire ferme quand même.","",""
"456226577798135808","Deleted User#0000","09-September-2018 02:48 PM","*On est des casosials* Pomme 2018","",""
"434070408501919745","Electral 🌧#5755","09-September-2018 02:58 PM","*j'vais m'auto suicider moi-même*
Electral le gros plouk, 2018.","",""
"456226577798135808","Deleted User#0000","09-September-2018 03:01 PM","*C'est compliqué de s'auto-suicider car il faut etre automatique sauf qu'on est manuel*
Snauwineugeu 2018","",""
"434070408501919745","Electral 🌧#5755","09-September-2018 03:06 PM","*dafu*
moi 2018.","",""
"305758596971626498","Dekuali#0899","09-September-2018 03:07 PM","*Electral a des émotions c’est nouveau ça* Snowing 2018","",""
"434070408501919745","Electral 🌧#5755","09-September-2018 03:08 PM","*beh vas-y j'vais partir mais c'est juste que ouais*
pomme 2018.","",""
"456226577798135808","Deleted User#0000","09-September-2018 03:09 PM","*J'ai laissé mon coude trop longtemps sur mon matelas j'ai mal* 
Snow' 2018","",""
"305758596971626498","Dekuali#0899","09-September-2018 03:12 PM","Ho mon dieu Sora parle, Merci pour cette info *Snowing 2018*","",""
"434070408501919745","Electral 🌧#5755","09-September-2018 03:13 PM","*moi je vais bientôt te mettre mon poing a une vitesse super sonique dans ton orifice qui te sers a respirer et il resortira par ton anus tout en dégageant tes organes de ton corps :)*
Electral quand il fume trop.","",""
"434070408501919745","Electral 🌧#5755","09-September-2018 03:13 PM","*BATATA*
un mec sur le square de chromapolis dans splatoon.","",""
"456226577798135808","Deleted User#0000","09-September-2018 03:13 PM","*CoucouSoraParleHoMonDieuBon.* Snow' et Squid 2018","",""
"434070408501919745","Electral 🌧#5755","09-September-2018 03:14 PM","*il a bu de la cocaine*
snowing 2018.","",""
"434070408501919745","Electral 🌧#5755","09-September-2018 03:16 PM","*on va le dévider*
Electral 2018.","",""
"434070408501919745","Electral 🌧#5755","09-September-2018 03:21 PM","*bonne nuit a tous*
pomme, a 15h23, 2018.","",""
"456226577798135808","Deleted User#0000","09-September-2018 03:34 PM","*Je sais plus c'est qui le mec avec une clavicie et qui fait HEGBETRNHFUDRITYTRUE*
Snow' 2018","",""
"434070408501919745","Electral 🌧#5755","09-September-2018 03:44 PM","*cette coupe de cheveux, tu peux surfer dessus*
Electral 2018.","",""
"456226577798135808","Deleted User#0000","09-September-2018 03:46 PM","*Depuis quand les maïs ont des poils trumpiens ?*
Snow' 2018","",""
"456226577798135808","Deleted User#0000","09-September-2018 04:02 PM","On m’appelle Émoji 
*JUL 1350 av Jesus christ*","",""
"456226577798135808","Deleted User#0000","09-September-2018 04:32 PM","*Salut bande de staff*
Aqua 2018","",""
"456226577798135808","Deleted User#0000","09-September-2018 06:19 PM","*Il toi vous jouer a MK8 ? Je va te vous def XD*
Midrio 2018","",""
"434070408501919745","Electral 🌧#5755","09-September-2018 07:22 PM","*on dirait un fond vert mais sans fond*
snow' 2018.","",""
"424677919512723466","🐉YACHACMA🐉#9647","09-September-2018 07:33 PM","Je suppose que vous salé où je vais aller
Evolink 2018
(Dans les bacs)","",""
"428071111914422272","☁𝐿𝑖𝑙 𝑀𝑖𝑙𝑘𝑦☁#0477","10-September-2018 01:35 PM","*Les Nuages sont des Spaghettis* 
*SoraPARTY☆ 2018*","",""
"428071111914422272","☁𝐿𝑖𝑙 𝑀𝑖𝑙𝑘𝑦☁#0477","10-September-2018 02:11 PM","*Akoually38 c'est une Patate*
*SoraPARTY☆ 2038*","",""
"434070408501919745","Electral 🌧#5755","10-September-2018 05:26 PM","Mais au pire je vais à la ***fnaf*** et je vais les lire comme un con sur un côté xD
Pomme 2018.","",""
"434070408501919745","Electral 🌧#5755","10-September-2018 05:40 PM","*AGAGA JE T'AIME PLUS.*
jeyka 2018, y'a longtemps.","",""
"456226577798135808","Deleted User#0000","10-September-2018 05:47 PM","*Je la te vais devoir défoncer* Mec de ma classe 2018","",""
"305758596971626498","Dekuali#0899","10-September-2018 05:50 PM","(Accent allemand) Je vais conquérir l’Inde *Octolord 2018*","",""
"434070408501919745","Electral 🌧#5755","10-September-2018 05:53 PM","Ah toi aussi tu apprécie manger du nutella a ***ma*** cuillère.
Mais qui n'aime pas ça en fait?

Electral 2018.","",""
"435125705907503105","ÉvoLink ⛅#5455","10-September-2018 06:08 PM","Ah mrde 
Starlight 2018","",""
"435125705907503105","ÉvoLink ⛅#5455","10-September-2018 07:19 PM","Mais même me décrite physiquement j'aime pas
Pomme 2018","",""
"305758596971626498","Dekuali#0899","10-September-2018 08:10 PM","C'est méchant de pas être gentil ! *Pomme 2018*","",""
"305758596971626498","Dekuali#0899","10-September-2018 08:11 PM","Si vos mères les noisettes c'est ça *Pomme 2018*","",""
"305758596971626498","Dekuali#0899","10-September-2018 08:52 PM","Je vais faire mes maths! C’est quoi mon classeur de maths déjà? *Évolink 2018*","",""
"305758596971626498","Dekuali#0899","10-September-2018 09:00 PM","Parce que t bœuf! *StarLight 2018*","",""
"330676716676710400","TC | DiaMinGus#8222","10-September-2018 09:17 PM","""La flemme de faire des trucs faux"" Aquali38 2018","",""
"434070408501919745","Electral 🌧#5755","10-September-2018 09:21 PM","*le duo des trois*
Electral 2018.","",""
"434070408501919745","Electral 🌧#5755","10-September-2018 09:26 PM","il a pas les cheveux bouclé,
il a les cheveux euuuuuh, beau.
Electral 2018.","",""
"434070408501919745","Electral 🌧#5755","10-September-2018 09:45 PM","*wouawouawoua*
miss 2018.","",""
"456226577798135808","Deleted User#0000","11-September-2018 05:06 AM","C’est l’histoire d’une poire qui fait le poirier 
*Émoji Élémentaire 2019*","",""
"434070408501919745","Electral 🌧#5755","11-September-2018 05:24 PM","*il est a sa maison a lui*
Ma grand mère 2018.","",""
"330676716676710400","TC | DiaMinGus#8222","11-September-2018 05:28 PM","*Ta mere est sur Steenvorde, essaye de l'appeler sur son fix*
Ma grand mere 2018 aussi","",""
"456226577798135808","Deleted User#0000","11-September-2018 06:00 PM","*Que le Jul pas si enfer*
Prof de francais 2018","",""
"456226577798135808","Deleted User#0000","11-September-2018 06:42 PM","*Le smiley :Ochaco: c'est juste une fille chelou pas une fille qui cache des spaghettis* Snowing 2018","",""
"456226577798135808","Deleted User#0000","11-September-2018 06:45 PM","*Nous aimons tous les deux cousins car nous aimons Jul* FateMas 2018","",""
"305758596971626498","Dekuali#0899","11-September-2018 08:24 PM","De grosse merde qui chie dans des barquettes de frites *Pomme 2018*","",""
"305758596971626498","Dekuali#0899","11-September-2018 08:26 PM","si on fait me fait ça je fais un meurtre. *Electral 2018*","",""
"305758596971626498","Dekuali#0899","11-September-2018 08:36 PM","Je sais, enfin je sais plus, mais je sais *Evolink 2018*","",""
"435125705907503105","ÉvoLink ⛅#5455","11-September-2018 08:41 PM","Kesstufai la arrête de m'agrasser ! 
Une pote a ÉvoLink 2018","",""
"434070408501919745","Electral 🌧#5755","11-September-2018 08:45 PM","*ramène ton cul de pommier!*
aquali38 2018.","",""
"456226577798135808","Deleted User#0000","12-September-2018 05:38 PM","""Sa chlingue le poireau wsh !!!"" Aqua 2018","",""
"456226577798135808","Deleted User#0000","13-September-2018 05:23 PM","Français de maths 
Miss 2018 eb cours de récré a 15h30 
(Sur jdevais dire c prof de maths xD)","",""
"456226577798135808","Deleted User#0000","13-September-2018 06:13 PM","*Je te lol la gueule* Grosse P-U-T-E de ma classe 2018","",""
"456226577798135808","Deleted User#0000","13-September-2018 06:28 PM","*Le animateurs c'est des animateurs en fait, tu vois ?* @baptiste 2018","",""
"456226577798135808","Deleted User#0000","13-September-2018 07:37 PM","*Je la mettrait toute de la vie mec att 2 min que je vive* Pomme 2018","",""
"305758596971626498","Dekuali#0899","13-September-2018 08:27 PM","Sa queue c’est une queue en peau et en os *Pomme 2018*","",""
"305758596971626498","Dekuali#0899","13-September-2018 08:32 PM","À n’importe quel moment tu peux marcher sur du sperm invisible *Évolink 2018*","",""
"424677919512723466","🐉YACHACMA🐉#9647","13-September-2018 09:11 PM","Putain mais j'suis mort par une personne morte !
Evolink qui rage sur splatoon 2018","",""
"456226577798135808","Deleted User#0000","13-September-2018 09:30 PM","*Un jour j'ai mangé une crepe qui faisait 2H de diamètre :0* Evo 2018","",""
"456226577798135808","Deleted User#0000","15-September-2018 04:26 AM","Je suis le moins humain des Émojis
*Émoji Élémentaire 2018*","",""
"444080261890572289","Camylia Funtimeee#7431","16-September-2018 07:25 PM","Maxpyroli c’est mieux","",""
"444080261890572289","Camylia Funtimeee#7431","16-September-2018 07:25 PM","Aquali38 ct mieu avan","",""
"456226577798135808","Deleted User#0000","16-September-2018 07:47 PM","*Ah c'est dégueulasse on dirait qu'il se fait pipi dans l'oreille* Snowing 2018","",""
"434070408501919745","Electral 🌧#5755","16-September-2018 07:52 PM","*brouillon tamer*
Snowing 2018.","",""
"456226577798135808","Deleted User#0000","16-September-2018 07:59 PM","*Ta gueule afidmoriform de mes couilles là !* @Dekuali","",""
"456226577798135808","Deleted User#0000","16-September-2018 08:00 PM","*J'ai envoyé le mode dans ta mère* Snowing 2018","",""
"429340304697589760","𝐿𝑖𝑙 𝑅𝑜𝑜𝑘𝑖𝑒#1192","16-September-2018 08:04 PM","Aqua, FAK FAK FAK FAK FAK FAK UUUUUUUUUUUUUUUUU","",""
"429340304697589760","𝐿𝑖𝑙 𝑅𝑜𝑜𝑘𝑖𝑒#1192","16-September-2018 08:04 PM","Moi j'avais dit une phrase","",""
"429340304697589760","𝐿𝑖𝑙 𝑅𝑜𝑜𝑘𝑖𝑒#1192","16-September-2018 08:04 PM","*Pour Bannir Quelqu'un il faut déjà le ban* /SquidPARTY 2018","",""
"434070408501919745","Electral 🌧#5755","16-September-2018 08:10 PM","Non mon cochon!!
AqualiSonic 2017.","",""
"378947996550955008","autumn#0526","16-September-2018 08:12 PM","*Peut importe m'importe !* Dsiof AZTYU 2018","",""
"456226577798135808","Deleted User#0000","17-September-2018 04:40 PM","Mais tu sais on sait jamais tu sais 
*Ma sœur 2018*","",""
"424677919512723466","🐉YACHACMA🐉#9647","17-September-2018 06:25 PM","Prends l'écouteur et je prend le chat
Aide moi à soulever le fdp trop mignon
Aïe mais le chat le griffe !
Petit cul
Evolink et sa soeur un peu marrante 2018","",""
"305758596971626498","Dekuali#0899","17-September-2018 06:50 PM","Aquali il sait pas démerde toi *pomme 2018*","",""
"305758596971626498","Dekuali#0899","17-September-2018 06:51 PM","Ta tête d’escabeau *Pomme 2018*","",""
"305758596971626498","Dekuali#0899","17-September-2018 06:53 PM","Ta mère le viagra *Évolink 2018*","",""
"435125705907503105","ÉvoLink ⛅#5455","17-September-2018 06:54 PM","Ta mère la couenne ÉvoLink 2017","",""
"305758596971626498","Dekuali#0899","17-September-2018 06:54 PM","Shoto= un mec dans une botte *Un mec random 2018*","",""
"305758596971626498","Dekuali#0899","17-September-2018 06:57 PM","L’euro la monnaie qui a changé les francs *Aquali 2018*","",""
"305758596971626498","Dekuali#0899","17-September-2018 06:58 PM","J’ouvre google avec le navigateur google *pomme 2018*","",""
"434070408501919745","Electral 🌧#5755","17-September-2018 07:38 PM","*vous préférez qui entre la fille et la fille?*
Aquali38 2018.","",""
"456226577798135808","Deleted User#0000","18-September-2018 04:46 PM","Connasse à chaussette long (pink2018)","",""
"456226577798135808","Deleted User#0000","18-September-2018 04:47 PM","Aqua est con il ressemble a un paille a son (pink2018)","",""
"305758596971626498","Dekuali#0899","18-September-2018 05:11 PM","Paille à son *Miss 2018*","",""
"305758596971626498","Dekuali#0899","18-September-2018 05:39 PM","Ta soeur le chaposé *Aquali 2018*","",""
"456226577798135808","Deleted User#0000","18-September-2018 06:37 PM","J'ai du mal à chtrouvé aquali38 2018 (ui aqua ta dit sa xD )","",""
"434070408501919745","Electral 🌧#5755","18-September-2018 09:26 PM","*changer de carte mémoire dans la carte mémoire*
Pomme 2018.","",""
"305758596971626498","Dekuali#0899","18-September-2018 09:33 PM","4ème membre des 3 con *Electral 2018*","",""
"434070408501919745","Electral 🌧#5755","18-September-2018 10:04 PM","hitler2.
aquali38 2018.","",""
"435125705907503105","ÉvoLink ⛅#5455","18-September-2018 10:17 PM","sur le dos de la feuille en tout p'tit:"" en partenariat avec ÉvoLink <3""

Electral 2018 et la citation c'est Pomme 2018","",""
"456226577798135808","Deleted User#0000","18-September-2018 10:18 PM","tué aqua avec une serpiére *neuronne de miss 2018*","",""
"444080261890572289","Camylia Funtimeee#7431","19-September-2018 06:49 AM","2018 c’est 2018. EnDial 2018","",""
"305758596971626498","Dekuali#0899","19-September-2018 12:54 PM","Ses ballez de ping pong *Electral 2018*","",""
"305758596971626498","Dekuali#0899","19-September-2018 12:57 PM","Je décédé *Pomme 2018*","",""
"434070408501919745","Electral 🌧#5755","19-September-2018 01:43 PM","*un fleur de préhistoire*
Aquali38 2018.","",""
"444080261890572289","Camylia Funtimeee#7431","19-September-2018 07:39 PM","Bowlser Aquali38 2018","",""
"434070408501919745","Electral 🌧#5755","19-September-2018 07:42 PM","*BOUGE TOI LE GROS CUL*
Electral 2018.","",""
"435125705907503105","ÉvoLink ⛅#5455","19-September-2018 08:12 PM","Évolink : Il est ou ton troufion de frère ?
Pote a ÉvoLink : Mon fion ? Euuuh mon frère ? 

Évolink et sa pote qui déforme toujours les mots et qui est a l'origine du verbe agrasser 2018","",""
"378947996550955008","autumn#0526","19-September-2018 08:50 PM","*Mais à quoi servent les vues Jammy ?!* *OctoAzu 2018*","",""
"456226577798135808","Deleted User#0000","19-September-2018 11:43 PM","@miss oratoria qui se a miss *dragon girl 2018*","",""
"456226577798135808","Deleted User#0000","20-September-2018 12:13 AM","'-' blanc c rouge et rouge c blanc*miss 2018*","",""
"330676716676710400","TC | DiaMinGus#8222","20-September-2018 06:42 AM","Tu as Diamanger !? *un pote 2017*","",""
"435125705907503105","ÉvoLink ⛅#5455","20-September-2018 06:15 PM","Ptn sperme elle marche pas 

Snowing 2018","",""
"378947996550955008","autumn#0526","20-September-2018 06:18 PM","*Aqua Patate* *Sora 2018*","",""
"435125705907503105","ÉvoLink ⛅#5455","20-September-2018 06:20 PM","On va finir la fin 

Aquali2018 euh 38 oh et puis merde","",""
"305758596971626498","Dekuali#0899","20-September-2018 06:20 PM","Chaise qui bruit de merde! *Aquali 2018*","",""
"378947996550955008","autumn#0526","20-September-2018 06:21 PM","*Asgooooooore asgore asgore asgore !* *Évo 2018*","",""
"435125705907503105","ÉvoLink ⛅#5455","20-September-2018 06:22 PM","Aqua de le faire Aquali 

Évolink 2018 (j'voulais dire a toi de le faire ;-;)","",""
"378947996550955008","autumn#0526","20-September-2018 06:22 PM","*Pomme a des choco bons sur ses dents* *Snowing 2018 *","",""
"435125705907503105","ÉvoLink ⛅#5455","20-September-2018 06:25 PM","Arrête de branler ton clavier il est pas consentant ptn 

Évolink 2018","",""
"378947996550955008","autumn#0526","20-September-2018 06:25 PM","*Arrête de branler ton clavier Snowing Évo 2018*","",""
"378947996550955008","autumn#0526","20-September-2018 06:27 PM","*C'est pas gentiiil,d'être méchant ! JeCroisPasQueCéAkouallyKiLaDiEnPremié*","",""
"456226577798135808","Deleted User#0000","20-September-2018 06:31 PM","*Brouillon tamer* Snowing 2018","",""
"378947996550955008","autumn#0526","20-September-2018 07:06 PM","*Merde j'ai cassé ma cuillère ! Pomme 2018*","",""
"330676716676710400","TC | DiaMinGus#8222","20-September-2018 07:06 PM","*Mais nan je fuis pas !!!* Un de mes potes 2017","","Aquali38 (2)"
"434070408501919745","Electral 🌧#5755","20-September-2018 07:30 PM","*JE BRANLE MA MANETTE :DD*
ÉvoLink 2018 19h30.","",""
"434070408501919745","Electral 🌧#5755","20-September-2018 07:34 PM","*j'ai bien mais j'aime pas*
ÉvoLink 2018 19h33.","",""
"456226577798135808","Deleted User#0000","20-September-2018 08:09 PM","*Je t'ai découpé ton corps pendant que tu dormais puis j'ai tout recollé* Snowing 2018","",""
"434070408501919745","Electral 🌧#5755","20-September-2018 08:09 PM","voici la suite: *ATANKWA?!*
ÉvoLink 2018.","",""
"456226577798135808","Deleted User#0000","20-September-2018 08:37 PM","Va te couché *mère de miss 2018* (info elle voulais dire va te douché x))","",""
"434070408501919745","Electral 🌧#5755","20-September-2018 08:42 PM","*le panda roux qui chachute*
aquali38 2018.","",""
"456226577798135808","Deleted User#0000","20-September-2018 08:45 PM","*Bateule agaystreu euh trou éro* Snowing 2018","",""
"434070408501919745","Electral 🌧#5755","20-September-2018 08:58 PM","*juste les modos qui sont modos*
Jeyka 2018 20:59.","",""
"348063510145794048","Juma#8020","21-September-2018 07:18 PM","*Honnêtement, panini* Sam le pompier 2018","","link (3)"
"456226577798135808","Deleted User#0000","21-September-2018 09:16 PM","*Regarde cette pute au rouge a lèvre couleur pute* Une fille de ma classe 2018","",""
"434070408501919745","Electral 🌧#5755","21-September-2018 09:16 PM","*putain t'as des pouces bizarres*
ma mère 2018. d'accord ça fait plaisir maman.","",""
"434070408501919745","Electral 🌧#5755","21-September-2018 09:37 PM","*j'aime pas les croix c'est mieux les ronds.*
Electral 2018. 
*ah ouais trop*
Pomme 2018.","",""
"305758596971626498","Dekuali#0899","21-September-2018 10:28 PM","C’est pas gentil d’être pas méchant *Evo 2018*","",""
"305758596971626498","Dekuali#0899","21-September-2018 10:29 PM","C’est pas malade d’être pas malade *Évo 2018*","",""
"434070408501919745","Electral 🌧#5755","21-September-2018 10:34 PM","*smat-chaise*
ÉvoLink 2018 quand il essaye de faire le ""DETROIT SMAAAAAASH""","",""
"434070408501919745","Electral 🌧#5755","21-September-2018 11:14 PM","*Ha un glace!*
*Alors évo embrasse pas mais lèche*
Aquali38 2018  23h12.","",""
"444080261890572289","Camylia Funtimeee#7431","22-September-2018 02:24 PM","Ça coûte autant que son prix. EnDial 2018","",""
"305758596971626498","Dekuali#0899","22-September-2018 05:36 PM","Casse toi et je lui dirais tg *Aquali 2018*","",""
"456226577798135808","Deleted User#0000","22-September-2018 06:27 PM","Sac poubelle miam miam *soeur de miss 2018*","",""
"456226577798135808","Deleted User#0000","22-September-2018 06:28 PM","Question pour un cornichon *miss 20cornichon*","",""
"456226577798135808","Deleted User#0000","22-September-2018 06:29 PM","Je vous défi pour un combat de chips *soeur de miss 20chips*","",""
"396452272336535553","Je regete se que j'ai fait...#1288","22-September-2018 06:38 PM","la tête de Shrek ressemble pas a Miamax ??? xD","",""
"456226577798135808","Deleted User#0000","22-September-2018 07:20 PM","Si tu meurt jte tue *electral 2018*","",""
"396452272336535553","Je regete se que j'ai fait...#1288","22-September-2018 07:25 PM","Electral va tué  Miss en mode Super Saiyan avec kamea pour Copie de Blague xD","",""
"444080261890572289","Camylia Funtimeee#7431","23-September-2018 10:11 AM","Le bruit on l’entend. EnDial 2121","",""
"434070408501919745","Electral 🌧#5755","23-September-2018 02:17 PM","*PUTAIN MAIS ÉJACULE!!*
Aquali38 2018.","",""
"456226577798135808","Deleted User#0000","23-September-2018 06:33 PM","JE ME VEUX *starlight 2018*","","link (1)"
"321330534938705920","noam#1710","23-September-2018 07:45 PM","La vérité est un mensonge","",""
"321330534938705920","noam#1710","23-September-2018 07:46 PM","et le mensonge est un mensonge","",""
"434070408501919745","Electral 🌧#5755","23-September-2018 07:46 PM","*Tous les français sont des menteurs*
un mec français 2018.","",""
"378947996550955008","autumn#0526","23-September-2018 08:10 PM","***Les nuages,c'est inutile,juste là pour faire chier
Un pote 2019***","",""
"434070408501919745","Electral 🌧#5755","23-September-2018 08:28 PM","*les gens qui font des euveuri-waneu*
Snowing 2018.","",""
"330676716676710400","TC | DiaMinGus#8222","24-September-2018 01:13 PM","*Pantalon Plusieurs 5 poches* un pote 2018","",""
"435125705907503105","ÉvoLink ⛅#5455","24-September-2018 05:56 PM","Dis mec t'étais consentent ou pas ? 

Évolink 2018 après le ""traumatisme"" du PSC1","",""
"435125705907503105","ÉvoLink ⛅#5455","24-September-2018 06:48 PM","Arrête de parler en parlant 

Pomme 2018","",""
"434070408501919745","Electral 🌧#5755","24-September-2018 06:56 PM","*shoto c'est la reine des neiges il a les cheveux pareil*
Snowing 2018 18h56.","",""
"434070408501919745","Electral 🌧#5755","24-September-2018 07:34 PM","*y'a des gens ils portent des sacs a dos fortnite dans mon collège. quand je les vois j'suis en mode:""gaah.."" j'fais des avc et tout.*
Pomme 2018.","",""
"434070408501919745","Electral 🌧#5755","24-September-2018 07:35 PM","*ça coûte combien* ***LE*** *saucisson?*
la mère de snowing 2018.","",""
"305758596971626498","Dekuali#0899","24-September-2018 07:41 PM","Oui t’as le droit de le coupé mais t’as pas le droit de le coupé *Un vendeur chez Snowing 2018*","",""
"305758596971626498","Dekuali#0899","24-September-2018 07:43 PM","Un mec aux cheveux épinards *Snowing en voyant Izuku 2018*","",""
